Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,WorkHoursPerWeek,AnnualBonus
Bachelors,2017,New Delhi,2,27.0,Female,No,5,0,47.58689496050391,6089.98381371735
Bachelors,2013,Pune,2,26.0,Female,No,4,1,45.17666036653398,7986.401299038886
Bachelors,2012,Bangalore,3,24.0,Male,No,2,0,48.343627063039435,10217.33521149569
Bachelors,2013,New Delhi,3,28.0,Female,Yes,3,0,30.543305514625214,14303.522734416807
Masters,2015,Pune,2,24.0,Female,No,2,0,56.16371726832455,13172.016279141477
Bachelors,2016,Bangalore,3,25.0,Male,No,3,0,57.96354847450837,6884.65238618471
Masters,2017,New Delhi,2,25.0,Male,No,3,1,46.95399550767627,9345.91975607322
Bachelors,2016,Bangalore,3,26.0,Male,No,4,0,50.89952471630677,8581.276566290362
Bachelors,2013,Bangalore,3,24.0,Male,No,2,0,57.67498143531887,8203.142817355121
Bachelors,2012,Pune,2,25.0,Male,No,3,1,51.217159029401955,11167.165047199805
Bachelors,2014,Bangalore,3,24.0,Male,No,2,0,34.57617128742784,15560.471788874853
Bachelors,2017,Bangalore,3,27.0,Female,No,5,1,47.288650805004394,8261.79398325854
Bachelors,2017,New Delhi,3,,Female,No,5,0,48.201451391485676,10500.183195544721
Bachelors,2013,Pune,3,27.0,Male,No,5,0,42.72392013907158,10863.761402617434
Bachelors,2015,Pune,2,,Female,Yes,2,1,52.09332706874169,19646.847941531152
Bachelors,2017,Bangalore,3,24.0,Female,Yes,2,0,58.03101044307044,19319.995353186034
PHD,2015,New Delhi,3,,Female,No,1,0,57.767055387203285,17002.06374128114
Bachelors,2017,Bangalore,3,27.0,Male,No,5,0,43.52518114212396,8624.883812287777
Masters,2017,New Delhi,2,28.0,Female,No,2,0,33.39714137522266,6020.5597113750455
Bachelors,2017,New Delhi,2,25.0,Female,No,3,0,59.54523596887004,9753.562065809372
Bachelors,2014,Pune,2,25.0,Female,No,3,1,55.166942593378025,9001.918241507463
Bachelors,2016,New Delhi,3,28.0,Female,Yes,3,0,33.739880436098005,12588.887002195908
Bachelors,2015,Pune,2,27.0,Female,No,5,1,57.625256478521166,16665.918651016895
Masters,2017,Pune,2,25.0,Male,No,3,1,56.09689086186385,17874.84408318287
Masters,2017,Bangalore,2,25.0,Female,Yes,3,1,45.56514171378216,17672.96128115763
Bachelors,2017,Bangalore,3,24.0,Female,No,2,1,47.73826307234788,10395.133418346017
Bachelors,2013,Bangalore,3,26.0,Female,No,4,0,41.970081116103906,15308.515151910244
Bachelors,2018,Bangalore,3,24.0,Male,Yes,2,1,31.64284916466094,9692.5129628633
Bachelors,2016,New Delhi,3,28.0,Male,No,1,0,40.05591724937703,5913.58314852774
Masters,2017,New Delhi,2,24.0,Male,No,2,1,54.085603457940344,15523.478984044135
Bachelors,2017,Bangalore,3,25.0,Male,No,3,0,30.138960690138084,5147.413288546818
Bachelors,2017,Bangalore,3,25.0,Male,No,3,0,40.004975150734325,11137.738811877329
Bachelors,2017,Bangalore,3,24.0,Male,No,2,1,41.9450608077283,9940.689039531135
Masters,2014,New Delhi,3,25.0,Female,No,3,1,46.12186808813769,15400.663077782787
Bachelors,2012,Bangalore,3,27.0,Female,No,5,0,57.59566849238281,16493.682091405684
Bachelors,2012,New Delhi,3,27.0,Female,No,5,0,40.39037983097884,9561.419539569259
Bachelors,2017,Bangalore,3,28.0,Male,No,2,1,40.40859605688683,17174.405216672803
Bachelors,2012,Bangalore,3,28.0,Male,Yes,3,1,52.125037443292456,9408.751407574007
Bachelors,2012,Pune,3,,Female,No,2,0,43.56653822669421,11694.895399798417
Bachelors,2018,Bangalore,3,24.0,Female,No,2,1,36.738144688199455,15905.27790521201
PHD,2016,New Delhi,3,24.0,Female,No,2,0,43.5731854839808,15393.803438371828
Masters,2017,New Delhi,2,27.0,Female,No,5,1,34.22571061139399,19810.527084683003
Masters,2013,New Delhi,2,,Female,No,5,1,35.2916095951867,8377.415363238979
Bachelors,2015,Bangalore,3,26.0,Female,No,4,0,44.95103318218439,14934.768703093736
Masters,2015,New Delhi,3,28.0,Female,No,1,1,42.56776348513644,14145.22862413666
Bachelors,2014,Bangalore,3,27.0,Male,No,5,0,57.445377032043,18726.47681735045
Bachelors,2013,New Delhi,3,25.0,Female,No,3,0,40.871816973498994,7345.432124673125
Bachelors,2015,Bangalore,3,26.0,Female,No,4,1,47.4176505083413,16276.972453803994
Bachelors,2012,Pune,3,24.0,Male,No,2,0,48.96792863758591,13524.029244031524
Bachelors,2012,Bangalore,3,26.0,Female,No,4,0,30.39283369765001,9119.98804681858
Masters,2015,Pune,2,25.0,Female,No,3,1,49.906121160501314,12116.52371220761
Bachelors,2013,New Delhi,3,24.0,Male,No,2,0,35.34107900609254,10006.648956046967
Masters,2017,New Delhi,2,,Female,No,5,0,58.832109524083656,13689.701041826913
Masters,2017,Pune,2,26.0,Male,No,4,0,34.45988183259339,18335.009162219987
Bachelors,2014,Pune,3,27.0,Male,No,5,0,42.43872371181071,13539.57476618303
Bachelors,2018,Bangalore,3,25.0,Male,No,3,1,32.56049004235932,14475.83627489876
Bachelors,2014,Bangalore,3,25.0,Female,No,3,0,59.90622755537842,12781.217706720643
Bachelors,2013,Pune,2,27.0,Female,No,5,1,45.065850309937275,5767.482596682139
Bachelors,2015,Pune,3,26.0,Male,No,4,0,47.86155051960131,8492.878353141414
Bachelors,2017,Pune,2,24.0,Male,No,2,1,32.012294321652824,12380.025941481243
Masters,2017,New Delhi,2,26.0,Male,No,4,1,52.498814111975335,9653.529256170572
Bachelors,2013,Pune,2,25.0,Male,Yes,3,1,36.29716779286757,7726.453966417914
Masters,2017,New Delhi,2,25.0,Female,No,3,1,56.94162868322141,12561.992628776574
Bachelors,2013,Pune,3,26.0,Female,Yes,4,0,36.15418921446022,9842.146901717755
Bachelors,2014,Pune,3,28.0,Male,No,2,0,35.720631619909994,8871.614647601222
Bachelors,2016,New Delhi,3,27.0,Female,No,5,0,31.096490035442848,11959.781261605713
Bachelors,2017,New Delhi,2,28.0,Male,No,1,0,44.16200835329998,6999.263871232597
Masters,2014,New Delhi,3,27.0,Male,No,5,0,46.94523399787849,18916.18599613111
Bachelors,2014,New Delhi,3,28.0,Female,No,1,0,31.97125918285057,18015.531468788584
Bachelors,2015,Bangalore,3,27.0,Male,No,5,1,53.26582850085032,15614.30878610803
Bachelors,2015,Bangalore,3,24.0,Male,No,2,1,43.59866504244083,6593.207413826844
Bachelors,2018,Bangalore,3,24.0,Male,No,2,1,45.7317080798274,16638.158817045398
Bachelors,2013,Pune,3,26.0,Male,No,4,0,43.222882408146845,17119.359921635285
Bachelors,2012,Bangalore,3,28.0,Female,No,2,0,42.02289182625978,16516.469265715066
Masters,2017,Pune,2,26.0,Male,No,4,0,46.78920993924653,6709.488306788618
Masters,2017,New Delhi,2,25.0,Male,No,3,1,34.657207377921374,14658.61935601647
Bachelors,2016,New Delhi,3,27.0,Female,No,5,0,35.45784391485813,17514.871936240976
Bachelors,2012,Bangalore,3,26.0,Male,No,4,0,55.85356863040552,13660.301018295017
Bachelors,2015,Pune,3,25.0,Male,No,3,0,58.38346386400898,14696.110628421335
Bachelors,2012,New Delhi,3,26.0,Female,Yes,4,0,41.19927948839259,11875.452191394594
Masters,2014,Bangalore,3,,Male,No,5,1,38.12234019430662,12930.60979826079
Masters,2017,New Delhi,2,26.0,Male,No,4,0,49.31998629717047,5515.652875275879
Masters,2012,New Delhi,3,26.0,Male,No,4,1,42.262025132942895,14584.445329599268
Bachelors,2015,Pune,2,26.0,Female,No,4,1,30.761590669810346,6221.708193367388
Masters,2014,New Delhi,3,25.0,Male,No,3,0,34.68457792098571,11525.21891510335
Bachelors,2015,Bangalore,3,28.0,Male,Yes,2,0,51.47916686542193,9389.826465011118
Masters,2012,Pune,3,,Male,No,5,1,49.76771825730454,13181.419253175696
Bachelors,2017,Bangalore,2,27.0,Male,No,5,0,30.812879775104506,7001.245032848106
Bachelors,2016,Bangalore,3,24.0,Male,No,2,0,36.659164857988486,15374.651029599772
Bachelors,2017,Bangalore,3,27.0,Male,No,5,0,36.93224389764214,16925.173053927057
Bachelors,2014,Bangalore,3,26.0,Male,No,4,1,50.15678230796185,7450.316746147348
Bachelors,2017,Bangalore,3,24.0,Female,No,2,0,30.591316132630926,6564.696310278232
Bachelors,2017,Bangalore,3,28.0,Male,No,1,0,33.123257459537214,7182.732241810387
Bachelors,2014,Bangalore,3,26.0,Male,No,4,1,53.99748256119568,18156.91342847753
Bachelors,2018,Bangalore,3,28.0,Female,No,3,1,35.356339861630005,12922.838926345343
Bachelors,2014,New Delhi,3,24.0,Female,No,2,0,49.582383235556236,12008.91494011254
Bachelors,2017,Bangalore,1,27.0,Male,No,5,0,37.14548343140179,6600.677286535314
Bachelors,2015,New Delhi,3,24.0,Female,No,2,0,32.983241782780354,14743.340101354426
Bachelors,2017,Bangalore,3,27.0,Male,No,5,0,37.29516572998362,18019.99387842635
Bachelors,2017,Pune,3,28.0,Male,No,3,0,51.66800795566978,17422.788039851795
Bachelors,2014,Bangalore,3,25.0,Male,No,3,0,55.67089404318857,14390.82063471202
Bachelors,2017,Bangalore,3,25.0,Female,No,3,0,54.90659593700975,6129.180749775104
Bachelors,2018,Bangalore,3,25.0,Male,No,3,1,41.915505888553646,6685.955407640195
Bachelors,2013,Bangalore,3,28.0,Female,No,3,0,50.042554097119385,5739.63480664737
Bachelors,2017,New Delhi,3,27.0,Male,No,5,0,36.149528862474625,8862.18824738704
Bachelors,2013,Bangalore,3,,Male,No,5,0,38.7944319078304,7034.922007405667
Masters,2017,New Delhi,2,26.0,Female,No,4,1,56.89007455563359,8900.720603786509
Bachelors,2014,Bangalore,3,24.0,Male,No,2,0,30.390057705322082,10775.870835784426
Bachelors,2017,Pune,3,27.0,Male,No,5,0,32.56525592563404,19144.741761067035
Bachelors,2012,Pune,3,27.0,Male,No,5,0,36.23658765438082,14155.640896725381
Bachelors,2017,Pune,3,24.0,Male,No,2,0,30.79596611621459,17524.606785244432
Bachelors,2014,Bangalore,3,25.0,Male,No,3,0,35.443063052693915,15655.272510684983
Bachelors,2014,Bangalore,3,28.0,Male,No,3,0,47.49124682909077,6687.546957899476
Bachelors,2018,Bangalore,3,26.0,Male,No,4,1,42.642736517774935,16038.806095609232
Masters,2017,Bangalore,3,28.0,Male,No,1,1,56.780151332309245,9126.483223386866
Bachelors,2018,Bangalore,3,27.0,Male,Yes,5,1,54.523306852153226,14586.617704920594
Bachelors,2017,Bangalore,3,28.0,Male,Yes,1,0,40.25452055093628,10114.429604644829
Bachelors,2016,Bangalore,3,25.0,Male,No,3,0,37.782703002938774,19965.08394896989
Bachelors,2013,Pune,3,24.0,Female,No,2,0,41.390772245018006,8953.272192451666
Bachelors,2018,New Delhi,3,25.0,Female,No,3,1,47.70884827544423,9186.957061614045
Bachelors,2014,Bangalore,3,24.0,Female,No,2,0,38.041909224686286,18960.083833435972
Bachelors,2012,Bangalore,3,26.0,Male,No,4,0,48.72446723547402,5369.66606954484
Masters,2013,New Delhi,1,24.0,Female,No,2,0,42.28234956573721,15450.334818097954
Masters,2013,New Delhi,1,24.0,Male,Yes,2,1,46.5614154255594,15879.895861038172
Bachelors,2014,Bangalore,3,26.0,Male,No,4,0,43.083795874059504,17545.678661155987
Bachelors,2017,Bangalore,3,27.0,Male,No,5,0,38.83397278625753,19616.58965957713
Bachelors,2017,New Delhi,2,25.0,Male,No,3,0,58.4535992088647,19634.028787349787
Bachelors,2015,Bangalore,3,28.0,Female,No,1,0,52.908173824792826,5979.151363496959
Bachelors,2014,Bangalore,3,24.0,Male,No,2,0,34.203395272993575,17327.589841293535
PHD,2018,New Delhi,3,24.0,Female,No,2,1,56.05403927693739,14694.64900486072
Bachelors,2015,Pune,3,28.0,Male,No,1,0,44.62293594748541,14710.132015596368
Bachelors,2015,Bangalore,3,26.0,Male,No,4,0,56.836566806822745,6925.248899220422
PHD,2015,Pune,2,28.0,Female,No,1,0,53.995657678419455,14752.8074966848
Bachelors,2018,Bangalore,3,25.0,Male,Yes,3,1,42.756405134077,19737.23870901872
Bachelors,2016,Bangalore,3,26.0,Male,No,4,0,30.674079249603523,18677.278543091707
Bachelors,2015,Bangalore,3,27.0,Female,No,5,1,38.060320781548384,11586.959912072758
Bachelors,2017,Pune,3,24.0,Male,No,2,0,46.24902643982601,5599.219599291415
Bachelors,2014,Bangalore,3,27.0,Male,No,5,0,49.00434659478442,10434.402350003073
Masters,2012,New Delhi,3,28.0,Male,No,2,0,37.73663056299607,17395.854674008326
Bachelors,2012,Bangalore,3,28.0,Male,No,3,0,34.18068222218472,15522.486521977491
Bachelors,2012,Pune,2,,Female,No,5,1,55.04790710397897,11890.154833909346
Bachelors,2012,New Delhi,2,27.0,Female,No,5,1,59.532065421106566,5826.523027382466
Masters,2012,Bangalore,3,27.0,Male,No,5,1,45.770705469080575,11403.42091734954
Bachelors,2018,Bangalore,3,25.0,Female,No,3,1,35.1503785754491,12035.374095768253
Masters,2018,Pune,3,27.0,Male,No,5,1,38.16921979558107,18928.33299341204
Masters,2017,New Delhi,2,28.0,Male,,2,0,30.551720296424,14616.291553732392
Bachelors,2013,Bangalore,3,,Male,No,5,0,57.428964196814974,9674.793749819733
Masters,2017,Bangalore,2,28.0,Male,Yes,2,1,33.532532486704234,12879.773966760822
Bachelors,2017,Pune,3,27.0,Male,No,5,0,47.29549426542761,5990.8296173324015
Bachelors,2017,Pune,3,28.0,Female,No,1,0,38.22165662061618,19588.523534746055
Bachelors,2016,Bangalore,3,28.0,Male,No,3,0,46.6253400754738,10400.89852896089
Bachelors,2014,New Delhi,3,26.0,Female,No,4,0,49.542611650555926,12168.010323697037
Bachelors,2018,Bangalore,3,25.0,Male,No,3,1,54.89225411121605,10329.259613553839
Bachelors,2017,New Delhi,3,26.0,Female,No,4,0,36.1926381528181,15237.675951743002
Bachelors,2015,Pune,2,26.0,Female,No,4,1,30.329874859754415,14933.482374943895
Bachelors,2017,New Delhi,3,26.0,Male,No,4,0,34.10656890206422,15729.834657937035
Bachelors,2012,Bangalore,3,25.0,Female,Yes,3,0,57.00055925544315,9022.148444178812
Bachelors,2017,Bangalore,3,25.0,Male,Yes,3,0,56.216702326875456,9735.027217460989
Bachelors,2013,Bangalore,3,,Female,No,1,1,47.92239306510925,6878.768466443119
Bachelors,2013,Pune,3,24.0,Female,No,2,1,48.0155058130096,14832.649577691689
Bachelors,2014,Bangalore,3,25.0,Male,No,3,0,49.95110023638766,5596.956910034788
Masters,2017,New Delhi,3,25.0,Male,No,3,1,35.26113835870349,13965.235032851886
Bachelors,2015,Pune,2,27.0,Female,No,5,1,57.4323583777488,18045.438272774507
Masters,2017,Pune,2,28.0,Male,No,3,0,42.56311574676219,18362.4822243445
Masters,2017,New Delhi,3,26.0,Male,No,4,0,41.494155847484926,11735.566405549425
Masters,2017,Pune,2,24.0,Female,No,2,0,45.567531158485124,11889.555323196106
Masters,2015,Pune,1,26.0,Female,No,4,0,31.408979003251652,6154.53774512026
Masters,2013,Pune,3,26.0,Male,No,4,0,34.98850106268238,15061.475381645536
Bachelors,2015,Bangalore,3,26.0,Male,No,4,0,52.141008492791116,17318.891305592682
Bachelors,2017,Pune,3,24.0,Male,No,2,0,32.483960037753796,8669.825819070695
PHD,2016,Bangalore,3,27.0,Male,No,5,0,48.09456328399165,11319.51322450047
Bachelors,2018,Bangalore,3,24.0,Male,No,2,1,37.36047329043963,17582.590051479056
Bachelors,2014,Pune,3,25.0,Male,No,3,0,41.678868421259295,18156.80701493432
Bachelors,2012,Bangalore,3,,Male,No,4,0,38.660812103120996,8647.69970396339
Bachelors,2017,Bangalore,3,28.0,Male,No,3,0,40.670181493948476,13258.559518120464
Bachelors,2014,Pune,3,25.0,Male,No,3,0,51.571377155527365,7887.397259537405
Masters,2018,New Delhi,3,25.0,Female,No,3,1,38.91365146869525,6528.181462093348
Bachelors,2013,Pune,2,25.0,Female,No,3,1,46.99213920890692,18666.807520879363
PHD,2013,New Delhi,3,,Male,No,4,0,44.28151206597299,17307.612563481638
Bachelors,2015,New Delhi,3,28.0,Female,,3,0,49.91013496087945,16400.523527047608
Bachelors,2017,Bangalore,3,24.0,Male,No,2,0,58.10489217974274,5731.494782197106
Masters,2018,New Delhi,1,26.0,Female,No,4,1,51.977162916307506,17655.93189065386
Bachelors,2013,Pune,2,24.0,Female,No,2,1,36.448211357722705,11570.661138580756
Bachelors,2018,Bangalore,3,24.0,Male,No,2,1,30.93549405183854,10135.926849437896
PHD,2016,Pune,1,25.0,Female,No,3,1,37.867921328994754,13197.145415380646
Bachelors,2014,Pune,3,26.0,Male,No,4,1,47.852337921007646,6370.298640853338
Masters,2015,Pune,1,27.0,Female,No,5,0,31.54277440452751,16349.698240285983
Bachelors,2013,Pune,3,28.0,Female,No,2,1,44.89098741603709,13736.526153324437
Bachelors,2016,Bangalore,1,27.0,Female,No,5,0,47.90528546750667,7798.851453097513
Bachelors,2014,New Delhi,3,24.0,Male,,2,0,40.02731672450882,7823.482996535684
Bachelors,2016,Bangalore,3,26.0,Male,Yes,4,0,53.12736611237466,7763.729773590114
Bachelors,2015,Pune,3,25.0,Female,No,3,1,33.19794759401316,5855.03581327901
Bachelors,2013,Bangalore,3,24.0,Male,No,2,0,32.254133452074264,13816.976740575272
Bachelors,2015,Bangalore,3,25.0,Female,No,3,0,51.8456626861081,17605.222663827622
Bachelors,2015,Bangalore,3,26.0,Male,No,4,0,44.864739486185954,5262.473209810829
Bachelors,2016,Bangalore,3,26.0,Male,No,4,0,50.65207189283208,5735.069674569103
Bachelors,2013,Pune,3,26.0,Male,No,4,0,43.04482015811239,13591.554150304188
Masters,2016,Bangalore,3,26.0,Female,No,4,1,37.3920609971732,17292.435280790785
Bachelors,2018,Bangalore,3,27.0,Female,No,5,1,54.57306953022599,9901.083358529504
Bachelors,2017,Bangalore,3,24.0,Female,No,2,0,53.982476369069374,10244.215982115831
Bachelors,2014,New Delhi,3,24.0,Female,No,2,0,50.8408941256328,13945.197462451639
Bachelors,2013,Pune,3,26.0,Male,Yes,4,0,38.16435411689888,9113.193336862205
Bachelors,2014,Bangalore,3,26.0,Male,No,4,0,47.706920006072615,5399.125491165262
Bachelors,2014,Bangalore,3,24.0,Male,No,2,0,40.829216908200806,16028.42777152394
Bachelors,2012,Bangalore,3,26.0,Male,No,4,0,32.747462199799024,14384.748694121796
Bachelors,2014,Pune,2,26.0,Female,No,4,1,57.51940726386728,13711.339985834888
Bachelors,2016,New Delhi,3,28.0,Female,No,5,0,34.104558927568846,16125.261934877346
Bachelors,2015,Bangalore,3,28.0,Male,No,5,0,58.50712061462407,15128.462563430563
Bachelors,2012,Pune,2,26.0,Female,No,4,1,43.380173188738674,8088.229822674817
Bachelors,2013,New Delhi,3,26.0,Female,No,4,0,35.55398786515859,10287.215704150267
Bachelors,2013,Pune,3,24.0,Male,No,2,0,46.25702842135074,6891.652125179375
Masters,2017,New Delhi,3,28.0,Female,No,3,0,56.188375076292246,6947.855201268216
Bachelors,2012,New Delhi,3,27.0,Female,No,5,0,51.96674659228684,15142.93619534809
Bachelors,2017,Bangalore,3,25.0,Male,No,3,0,54.19683443584349,17879.001604737474
Bachelors,2012,New Delhi,3,24.0,Female,No,2,1,49.76350100132152,19440.988757917083
Masters,2015,Pune,1,24.0,Male,No,2,0,50.768296935535574,14425.206763241666
Masters,2013,New Delhi,3,27.0,Male,No,5,1,55.47586954695958,7761.519850414355
Bachelors,2017,New Delhi,3,24.0,Female,No,2,1,37.490040265775576,6584.755181733961
Bachelors,2014,Bangalore,3,28.0,Male,No,1,1,44.68274890929422,17192.76457305137
Bachelors,2015,Bangalore,3,28.0,Female,No,1,0,36.636283254588065,13681.347145399988
Masters,2013,New Delhi,3,27.0,Male,No,5,0,59.630040239899415,14274.275315205798
Bachelors,2014,Bangalore,3,26.0,Male,No,4,0,58.321780190598396,16721.931331320637
Bachelors,2017,Bangalore,3,25.0,Male,No,3,0,31.182804341055178,15549.158415986774
Masters,2015,New Delhi,3,24.0,Male,No,2,1,51.16725517547066,17516.87379284145
Bachelors,2014,Bangalore,3,25.0,Male,No,3,0,57.757449522469976,5843.208581898177
Bachelors,2014,Bangalore,3,25.0,Female,No,3,0,35.417260353820005,16212.809551197572
Bachelors,2017,Bangalore,1,24.0,Male,No,2,0,47.038356916578884,17762.791359831434
Bachelors,2014,New Delhi,3,27.0,Female,No,5,1,57.46464892764126,9292.025636874714
Bachelors,2013,Bangalore,3,27.0,Female,No,5,0,31.018379357573966,14606.709109898793
Bachelors,2012,Bangalore,3,28.0,Female,No,2,0,50.922608017405196,9712.430957554581
Bachelors,2015,Bangalore,3,27.0,Male,No,5,0,38.92047022117652,19369.56599723681
Bachelors,2012,Bangalore,3,26.0,Male,No,4,0,57.73188586129591,5501.353586532557
Bachelors,2013,Pune,1,27.0,Female,No,5,1,59.131747354961036,13696.892657494325
Bachelors,2014,New Delhi,3,27.0,Female,Yes,5,0,58.32799467340302,7497.553205742726
Bachelors,2014,Bangalore,3,28.0,Male,No,4,0,44.226426499723914,15683.30307765738
Bachelors,2014,Bangalore,3,27.0,Male,No,5,1,55.86127952967941,7638.354251279931
Bachelors,2014,Bangalore,3,28.0,Female,No,1,0,55.33648195605211,8530.748928475363
Masters,2018,New Delhi,3,25.0,Female,No,3,1,39.57301419729767,12415.562165686371
Bachelors,2017,Bangalore,3,27.0,Male,No,5,0,54.86746422452032,18722.52424995317
Bachelors,2015,Bangalore,3,24.0,Male,Yes,2,1,31.110229041464777,8175.715582219563
Masters,2017,Pune,2,25.0,Female,No,3,1,47.888096354461595,7163.6003167715535
Bachelors,2017,New Delhi,2,27.0,Female,No,5,0,36.90026511863109,16384.652477810458
Bachelors,2016,Bangalore,3,28.0,Male,No,3,1,33.61700657331836,12509.292985008964
Bachelors,2015,Pune,2,,Female,Yes,3,1,32.308596048876275,18676.77668572657
Masters,2017,New Delhi,3,24.0,Male,No,2,0,50.88866327634419,7199.2183573976345
Bachelors,2015,Bangalore,3,28.0,Male,No,4,0,40.196248913041984,14688.91839534559
Masters,2014,Pune,3,26.0,Male,No,4,1,51.74300314586284,8493.187192277226
Bachelors,2013,Pune,3,26.0,Male,No,4,0,31.96069022396827,7351.40642977459
Bachelors,2016,Bangalore,3,26.0,Male,No,4,0,39.458710134918306,15251.441227359057
Bachelors,2013,Bangalore,3,26.0,Male,No,4,0,46.184738771260115,13905.269298630998
Masters,2013,New Delhi,1,,Female,No,2,1,53.721694945168906,16322.41187543497
Bachelors,2014,Bangalore,3,25.0,Male,No,3,0,39.562575087962095,9641.938646692735
Bachelors,2018,Bangalore,3,27.0,Male,No,5,1,48.77674129311028,11719.574845732848
Bachelors,2013,Bangalore,3,28.0,Male,No,1,0,56.57933244708562,11082.075144956278
Bachelors,2016,Pune,2,28.0,Female,No,4,1,48.47589564546914,19761.341959497713
Bachelors,2012,Bangalore,3,28.0,Male,No,1,0,36.988784242609015,9383.734351090818
Bachelors,2017,New Delhi,3,,Female,No,3,0,30.73202344669614,9422.258575201504
Bachelors,2018,Bangalore,3,25.0,Male,Yes,3,1,56.1029662170279,10318.22313242911
Bachelors,2012,Pune,1,27.0,Female,No,5,1,30.638082325511615,13468.911219354823
Masters,2017,New Delhi,3,24.0,Male,No,2,0,56.24105018052598,8784.841163956178
Bachelors,2014,Bangalore,3,24.0,Male,No,2,0,45.868114020816364,18729.349105689107
Bachelors,2014,Pune,3,26.0,Male,No,4,0,58.17203095538689,8985.283472993953
Bachelors,2013,Bangalore,3,25.0,Female,No,3,1,53.963497073209965,18437.23597340292
Bachelors,2017,Bangalore,3,28.0,Male,No,2,0,59.93802331600013,6552.125954698769
Bachelors,2015,Pune,3,25.0,Female,No,3,1,40.521354463551305,14848.440535994785
Bachelors,2017,Bangalore,3,,Male,No,2,0,53.0156486679338,18604.78277657366
Bachelors,2018,Bangalore,3,24.0,Male,Yes,2,1,42.057927408277266,7531.241575973443
Bachelors,2016,Bangalore,3,28.0,Male,Yes,4,0,44.396268609117264,19524.904401488828
Bachelors,2014,Bangalore,3,26.0,Female,No,4,0,48.8251638965511,11793.250406232675
Bachelors,2017,Bangalore,3,28.0,Male,No,1,0,56.21031342559016,19185.726626615367
Bachelors,2012,Bangalore,3,27.0,Male,No,5,0,59.52250407597886,15152.300654450704
Bachelors,2016,New Delhi,3,26.0,Male,No,4,0,53.04820241593555,9523.803048103273
Bachelors,2014,Bangalore,3,27.0,Female,No,5,0,42.533003465020016,7824.537873756596
Bachelors,2014,Bangalore,3,27.0,Female,Yes,5,1,42.6407100683121,9556.02569337649
Bachelors,2013,Bangalore,3,26.0,Male,No,4,0,52.12746904766674,6395.2611389401245
PHD,2015,New Delhi,2,24.0,Female,No,2,0,37.16331437304907,7158.019495149947
Bachelors,2018,Bangalore,3,26.0,Male,No,4,1,33.31422339394184,6569.906605197217
Bachelors,2017,New Delhi,2,24.0,Female,,2,0,40.638664729223294,11344.153156123366
PHD,2015,Pune,1,25.0,Female,No,3,1,38.61716974962245,16933.675643863797
Bachelors,2017,New Delhi,3,24.0,Male,No,2,0,38.8892436136797,7120.753313245103
Bachelors,2013,Bangalore,3,25.0,Female,No,3,0,37.0082325314973,6954.806497585038
Bachelors,2014,Bangalore,3,24.0,Male,Yes,2,0,31.262795689090858,14651.434242759962
Masters,2018,New Delhi,3,26.0,Male,Yes,4,1,30.536218042002414,7957.744729520994
Bachelors,2015,Bangalore,2,25.0,Female,No,3,1,59.63167169208094,6464.150571634874
Bachelors,2012,Bangalore,3,25.0,Male,No,3,0,42.83319401207587,7502.728673083664
Masters,2012,New Delhi,3,28.0,Male,Yes,2,0,41.529799414790446,18855.970938151644
Bachelors,2015,Bangalore,3,24.0,Female,No,2,0,50.389418480792095,17322.06879164286
Bachelors,2012,Bangalore,3,24.0,Male,No,2,0,36.547616635951925,10310.968435326411
PHD,2018,New Delhi,3,27.0,Female,No,5,1,58.49883551850676,14837.311509910893
Bachelors,2014,Bangalore,3,25.0,Male,No,3,0,53.590350432466565,13059.13510502057
Bachelors,2012,Bangalore,3,25.0,Male,No,3,0,32.68233006936779,15156.863952238458
Bachelors,2012,Bangalore,3,28.0,Male,No,5,0,42.52742327354785,15240.06728694139
Bachelors,2017,New Delhi,2,26.0,Female,No,4,0,56.37354922686494,14431.010225899894
Bachelors,2013,Bangalore,3,25.0,Male,No,3,0,58.34196066874231,8991.52052805963
Masters,2018,Pune,3,24.0,Male,No,2,1,44.022045337496095,5585.096311442272
Bachelors,2016,Bangalore,3,26.0,Male,No,4,0,48.40234167632123,11833.501729851632
Bachelors,2013,Bangalore,3,26.0,Male,No,4,0,35.01101838276226,18364.608270360557
Bachelors,2016,New Delhi,3,28.0,Female,No,2,0,59.7350587841093,13542.45887777864
Masters,2017,New Delhi,2,27.0,Male,Yes,5,1,36.950151041503304,17485.86562552862
Bachelors,2018,Pune,2,27.0,Female,No,5,1,58.281953224053765,19874.36514441842
Masters,2014,New Delhi,3,28.0,Female,No,4,0,49.48939946977106,7454.243062074143
Masters,2017,New Delhi,3,25.0,Female,No,3,0,48.232103846365774,15376.664587129735
Masters,2017,Bangalore,3,26.0,Female,No,4,0,45.38065533049526,15114.403605500369
Bachelors,2015,Pune,2,,Female,No,5,1,36.92009435153276,19699.33171037418
Bachelors,2013,New Delhi,3,27.0,Female,No,5,0,35.29584096016525,19784.011009292008
Masters,2017,New Delhi,1,26.0,Female,No,4,0,36.61458627210526,15300.179175861942
Bachelors,2013,New Delhi,3,27.0,Female,No,5,0,35.593147864327634,8654.221879732915
Bachelors,2012,New Delhi,3,28.0,Male,No,3,0,53.3875342070026,16978.337571958986
